geneSet,description,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:0006954,inflammatory response,http://amigo.geneontology.org/amigo/term/GO:0006954,707,26,10.93701657,2.377247929,3.98E-05,0.002770557,717;735;958;2113;3075;3558;3559;3586;3684;3717;3815;4261;5468;5788;6367;6774;7128;7292;8807;9258;10318;27159;54899;57118;59067;79155,ENSG00000145901;ENSG00000166278;ENSG00000157404;ENSG00000168884;ENSG00000168610;ENSG00000113600;ENSG00000147324;ENSG00000179583;ENSG00000096968;ENSG00000109471;ENSG00000169896;ENSG00000117586;ENSG00000101017;ENSG00000138684;ENSG00000136634;ENSG00000118503;ENSG00000285022;ENSG00000168297;ENSG00000134460;ENSG00000115607;ENSG00000134216;ENSG00000183049;ENSG00000081237;ENSG00000132170;ENSG00000231543;ENSG00000000971;ENSG00000102962;ENSG00000134954
GO:0051094,positive regulation of developmental process,http://amigo.geneontology.org/amigo/term/GO:0051094,1290,39,19.9558011,1.954318937,4.03E-05,0.002780418,941;942;958;1389;1601;1813;2113;2690;3558;3559;3575;3586;3717;3727;3815;3984;5468;5469;5788;6774;6857;7015;7128;7292;8626;8997;9518;22891;23081;28514;28996;51176;51199;54806;55604;57118;81606;91752;257194,ENSG00000079691;ENSG00000157404;ENSG00000125686;ENSG00000168610;ENSG00000073282;ENSG00000096968;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000106683;ENSG00000130513;ENSG00000153071;ENSG00000213626;ENSG00000121594;ENSG00000111269;ENSG00000136634;ENSG00000118503;ENSG00000168685;ENSG00000160145;ENSG00000064393;ENSG00000134460;ENSG00000100503;ENSG00000164362;ENSG00000135541;ENSG00000183049;ENSG00000114013;ENSG00000149295;ENSG00000172260;ENSG00000081237;ENSG00000132170;ENSG00000170396;ENSG00000138795;ENSG00000285551;ENSG00000107077;ENSG00000130522;ENSG00000198719;ENSG00000112964;ENSG00000134954;ENSG00000067715
GO:0045619,regulation of lymphocyte differentiation,http://amigo.geneontology.org/amigo/term/GO:0045619,161,11,2.490607735,4.416592724,4.22E-05,0.002891141,639;941;942;1493;2064;3558;3559;3575;5788;7292;22806,ENSG00000141736;ENSG00000057657;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000168685;ENSG00000134460;ENSG00000114013;ENSG00000081237;ENSG00000161405
GO:0051250,negative regulation of lymphocyte activation,http://amigo.geneontology.org/amigo/term/GO:0051250,134,10,2.072928177,4.824093817,4.46E-05,0.003014105,941;942;1493;2064;3558;3559;3586;7128;7292;55024,ENSG00000141736;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000136634;ENSG00000118503;ENSG00000134460;ENSG00000153064;ENSG00000114013
GO:0022408,negative regulation of cell-cell adhesion,http://amigo.geneontology.org/amigo/term/GO:0022408,162,11,2.506077348,4.389329806,4.46E-05,0.003014105,941;942;1493;2064;3558;3559;3586;3717;5592;7292;394263,ENSG00000141736;ENSG00000096968;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000136634;ENSG00000231350;ENSG00000134460;ENSG00000114013;ENSG00000185532
GO:0007162,negative regulation of cell adhesion,http://amigo.geneontology.org/amigo/term/GO:0007162,255,14,3.944751381,3.549019608,4.50E-05,0.003014105,941;942;1493;2064;3558;3559;3586;3717;5592;5781;5788;6494;7292;394263,ENSG00000141736;ENSG00000213445;ENSG00000096968;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000136634;ENSG00000231350;ENSG00000134460;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000185532
GO:0043067,regulation of programmed cell death,http://amigo.geneontology.org/amigo/term/GO:0043067,1494,43,23.11160221,1.860537388,4.91E-05,0.003265935,356;958;1027;1493;1601;2044;2064;2191;2619;3092;3558;3575;3586;3654;3663;3717;3815;4853;5468;5469;5788;6774;6932;7015;7128;7187;8013;8626;8997;9474;9518;9770;22806;28514;28996;29949;51074;51176;54806;57118;79155;84299;219790,ENSG00000141736;ENSG00000157404;ENSG00000127946;ENSG00000182010;ENSG00000168884;ENSG00000125686;ENSG00000168610;ENSG00000184216;ENSG00000073282;ENSG00000096968;ENSG00000109471;ENSG00000117560;ENSG00000142224;ENSG00000163599;ENSG00000149089;ENSG00000101017;ENSG00000130513;ENSG00000153071;ENSG00000136634;ENSG00000078098;ENSG00000145242;ENSG00000118503;ENSG00000168685;ENSG00000160145;ENSG00000101265;ENSG00000064393;ENSG00000141741;ENSG00000128604;ENSG00000131323;ENSG00000164362;ENSG00000111276;ENSG00000135541;ENSG00000057663;ENSG00000183049;ENSG00000081237;ENSG00000081059;ENSG00000161405;ENSG00000132170;ENSG00000180447;ENSG00000119508;ENSG00000138795;ENSG00000134250;ENSG00000198719
GO:0045807,positive regulation of endocytosis,http://amigo.geneontology.org/amigo/term/GO:0045807,136,10,2.103867403,4.753151261,5.07E-05,0.003345427,717;1601;1813;3092;3684;5468;5788;28514;54806;57118,ENSG00000166278;ENSG00000127946;ENSG00000169896;ENSG00000153071;ENSG00000135541;ENSG00000183049;ENSG00000149295;ENSG00000081237;ENSG00000132170;ENSG00000231543;ENSG00000198719
GO:0051090,regulation of DNA-binding transcription factor activity,http://amigo.geneontology.org/amigo/term/GO:0051090,399,18,6.172375691,2.916219119,5.15E-05,0.003378685,190;958;2044;2672;3586;3654;3717;3815;5468;6774;7128;7187;7292;8807;28996;57118;84159;219790,ENSG00000157404;ENSG00000162676;ENSG00000182010;ENSG00000168610;ENSG00000169297;ENSG00000184216;ENSG00000096968;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000145242;ENSG00000118503;ENSG00000064393;ENSG00000115607;ENSG00000131323;ENSG00000183049;ENSG00000150347;ENSG00000132170
GO:0002292,T cell differentiation involved in immune response,http://amigo.geneontology.org/amigo/term/GO:0002292,64,7,0.990055249,7.0703125,5.72E-05,0.00369446,941;942;3558;6774;7292;51176;114836,ENSG00000162739;ENSG00000168610;ENSG00000109471;ENSG00000117586;ENSG00000121594;ENSG00000114013;ENSG00000138795
GO:0002200,somatic diversification of immune receptors,http://amigo.geneontology.org/amigo/term/GO:0002200,64,7,0.990055249,7.0703125,5.72E-05,0.00369446,958;3558;3586;5788;6932;7292;51176,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000081237;ENSG00000081059;ENSG00000138795
GO:1902105,regulation of leukocyte differentiation,http://amigo.geneontology.org/amigo/term/GO:1902105,261,14,4.037569061,3.46743295,5.79E-05,0.003710425,639;941;942;1493;2064;3558;3559;3575;4853;5788;7292;9770;22806;51176,ENSG00000141736;ENSG00000057657;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000168685;ENSG00000101265;ENSG00000134460;ENSG00000114013;ENSG00000081237;ENSG00000161405;ENSG00000138795;ENSG00000134250
GO:0051241,negative regulation of multicellular organismal process,http://amigo.geneontology.org/amigo/term/GO:0051241,1124,35,17.3878453,2.012900356,5.82E-05,0.003710425,356;1027;1445;1493;1656;1813;2064;2191;2672;3558;3586;3717;5328;5334;5468;5469;5592;5781;5788;6343;6774;7015;7128;7292;8626;9518;9641;22891;23380;28514;29949;51176;55024;64135;157285,ENSG00000141736;ENSG00000162676;ENSG00000125686;ENSG00000168610;ENSG00000073282;ENSG00000122861;ENSG00000096968;ENSG00000109471;ENSG00000117560;ENSG00000142224;ENSG00000163599;ENSG00000115896;ENSG00000117586;ENSG00000130513;ENSG00000136634;ENSG00000275342;ENSG00000103653;ENSG00000078098;ENSG00000118503;ENSG00000266028;ENSG00000115267;ENSG00000153064;ENSG00000164362;ENSG00000110367;ENSG00000111276;ENSG00000179295;ENSG00000149295;ENSG00000081237;ENSG00000070031;ENSG00000185532;ENSG00000132170;ENSG00000263528;ENSG00000138795;ENSG00000285551;ENSG00000198719
GO:0035722,interleukin-12-mediated signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0035722,45,6,0.696132597,8.619047619,6.34E-05,0.004013857,3586;3595;3717;3936;6775;7297,ENSG00000138378;ENSG00000136167;ENSG00000096968;ENSG00000081985;ENSG00000136634;ENSG00000105397
GO:0043491,protein kinase B signaling,http://amigo.geneontology.org/amigo/term/GO:0043491,231,13,3.573480663,3.637909709,6.54E-05,0.004109691,941;942;958;1813;2064;2885;3092;3815;5781;9258;9518;29851;55024,ENSG00000141736;ENSG00000157404;ENSG00000177885;ENSG00000127946;ENSG00000147324;ENSG00000101017;ENSG00000130513;ENSG00000121594;ENSG00000285022;ENSG00000153064;ENSG00000179295;ENSG00000114013;ENSG00000149295;ENSG00000163600
GO:0002449,lymphocyte mediated immunity,http://amigo.geneontology.org/amigo/term/GO:0002449,232,13,3.588950276,3.622229064,6.84E-05,0.004252881,717;735;958;1130;3119;3558;3575;3586;5788;7292;8807;59067;114836,ENSG00000162739;ENSG00000143669;ENSG00000166278;ENSG00000231286;ENSG00000113600;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000138684;ENSG00000136634;ENSG00000168685;ENSG00000115607;ENSG00000081237;ENSG00000231543
GO:0002683,negative regulation of immune system process,http://amigo.geneontology.org/amigo/term/GO:0002683,408,18,6.31160221,2.851890756,6.86E-05,0.004252881,941;942;1493;1813;1997;2064;3558;3559;3575;3586;5468;5788;7128;7292;9258;10906;28514;55024,ENSG00000141736;ENSG00000135148;ENSG00000147324;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000136634;ENSG00000118503;ENSG00000168685;ENSG00000285022;ENSG00000134460;ENSG00000153064;ENSG00000114013;ENSG00000149295;ENSG00000081237;ENSG00000132170;ENSG00000198719;ENSG00000120690
GO:0050670,regulation of lymphocyte proliferation,http://amigo.geneontology.org/amigo/term/GO:0050670,201,12,3.109392265,3.859275053,7.11E-05,0.004374469,941;942;958;1493;2064;3558;3559;3586;5788;7292;22806;59067,ENSG00000141736;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000134460;ENSG00000114013;ENSG00000081237;ENSG00000161405
GO:0032944,regulation of mononuclear cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0032944,202,12,3.124861878,3.840169731,7.45E-05,0.004556965,941;942;958;1493;2064;3558;3559;3586;5788;7292;22806;59067,ENSG00000141736;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000134460;ENSG00000114013;ENSG00000081237;ENSG00000161405
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,http://amigo.geneontology.org/amigo/term/GO:0042531,67,7,1.036464088,6.753731343,7.69E-05,0.004640673,958;2690;3558;3717;3815;6774;59067,ENSG00000157404;ENSG00000168610;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000138684;ENSG00000112964
GO:0050852,T cell receptor signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0050852,143,10,2.212154696,4.52047952,7.74E-05,0.004640673,1445;1997;3117;3119;3120;3122;3123;5788;9402;121665,ENSG00000196610;ENSG00000206305;ENSG00000230726;ENSG00000231286;ENSG00000236418;ENSG00000157837;ENSG00000228987;ENSG00000224305;ENSG00000228254;ENSG00000226165;ENSG00000229493;ENSG00000227993;ENSG00000103653;ENSG00000228813;ENSG00000206240;ENSG00000206308;ENSG00000228284;ENSG00000226260;ENSG00000204287;ENSG00000232629;ENSG00000232062;ENSG00000081237;ENSG00000225890;ENSG00000100351;ENSG00000196735;ENSG00000234794;ENSG00000120690
GO:0007259,JAK-STAT cascade,http://amigo.geneontology.org/amigo/term/GO:0007259,143,10,2.212154696,4.52047952,7.74E-05,0.004640673,958;2690;3451;3558;3717;3815;5788;6774;6775;59067,ENSG00000138378;ENSG00000234829;ENSG00000157404;ENSG00000168610;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000138684;ENSG00000081237;ENSG00000112964
GO:0043408,regulation of MAPK cascade,http://amigo.geneontology.org/amigo/term/GO:0043408,737,26,11.40110497,2.280480713,7.91E-05,0.004708573,958;1445;1813;1815;2044;2064;2690;2885;3654;3717;3815;4853;5781;5788;6367;8844;9258;9518;9770;10318;28996;51074;51755;55024;57216;200734,ENSG00000145901;ENSG00000141736;ENSG00000157404;ENSG00000177885;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000198369;ENSG00000096968;ENSG00000149089;ENSG00000101017;ENSG00000130513;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000167258;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000153064;ENSG00000179295;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000102962;ENSG00000134250;ENSG00000112964
GO:0060627,regulation of vesicle-mediated transport,http://amigo.geneontology.org/amigo/term/GO:0060627,490,20,7.580110497,2.638483965,7.98E-05,0.004716505,717;949;1445;1601;1609;1813;1815;2619;3092;3684;5468;5788;6311;6857;9474;28514;54806;57118;114088;192683,ENSG00000166278;ENSG00000127946;ENSG00000198794;ENSG00000100505;ENSG00000169896;ENSG00000153071;ENSG00000103653;ENSG00000073060;ENSG00000135541;ENSG00000057663;ENSG00000145214;ENSG00000183049;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000132170;ENSG00000231543;ENSG00000180447;ENSG00000204842;ENSG00000198719;ENSG00000067715
GO:0071349,cellular response to interleukin-12,http://amigo.geneontology.org/amigo/term/GO:0071349,47,6,0.727071823,8.252279635,8.15E-05,0.004788218,3586;3595;3717;3936;6775;7297,ENSG00000138378;ENSG00000136167;ENSG00000096968;ENSG00000081985;ENSG00000136634;ENSG00000105397
GO:0051050,positive regulation of transport,http://amigo.geneontology.org/amigo/term/GO:0051050,919,30,14.21657459,2.110212964,8.98E-05,0.005220889,640;717;1389;1601;1813;1815;2064;3092;3558;3586;3684;3717;5468;5469;5781;5788;6343;6857;7015;7292;7332;8013;8626;9474;27159;28514;54806;57118;64135;192683,ENSG00000141736;ENSG00000166278;ENSG00000185651;ENSG00000127946;ENSG00000136573;ENSG00000125686;ENSG00000198794;ENSG00000073282;ENSG00000096968;ENSG00000109471;ENSG00000169896;ENSG00000117586;ENSG00000153071;ENSG00000111269;ENSG00000136634;ENSG00000115267;ENSG00000164362;ENSG00000135541;ENSG00000179295;ENSG00000057663;ENSG00000134216;ENSG00000183049;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000070031;ENSG00000132170;ENSG00000231543;ENSG00000119508;ENSG00000198719;ENSG00000067715
GO:0045089,positive regulation of innate immune response,http://amigo.geneontology.org/amigo/term/GO:0045089,307,15,4.749171271,3.158445789,9.09E-05,0.005220889,2672;3654;3684;5469;7128;7187;8807;9258;9641;10318;59067;64135;79155;114836;394263,ENSG00000145901;ENSG00000162739;ENSG00000162676;ENSG00000168884;ENSG00000125686;ENSG00000147324;ENSG00000184216;ENSG00000169896;ENSG00000138684;ENSG00000231350;ENSG00000118503;ENSG00000285022;ENSG00000115267;ENSG00000115607;ENSG00000131323;ENSG00000263528
GO:0030182,neuron differentiation,http://amigo.geneontology.org/amigo/term/GO:0030182,1292,38,19.98674033,1.901260504,9.16E-05,0.005220889,473;639;1656;1813;2044;2064;2672;2885;3558;3717;3984;5469;5592;5781;6774;6857;8013;8997;22891;23081;23294;23380;23418;27255;28514;28996;51199;54806;57118;57216;64072;65059;80736;84570;84628;91752;157285;257194,ENSG00000141736;ENSG00000162676;ENSG00000177885;ENSG00000125686;ENSG00000168610;ENSG00000142599;ENSG00000057657;ENSG00000228263;ENSG00000096968;ENSG00000109471;ENSG00000064999;ENSG00000107736;ENSG00000106683;ENSG00000134376;ENSG00000275342;ENSG00000204385;ENSG00000188517;ENSG00000145242;ENSG00000162738;ENSG00000160145;ENSG00000064393;ENSG00000266028;ENSG00000100503;ENSG00000110367;ENSG00000173166;ENSG00000135541;ENSG00000179295;ENSG00000183049;ENSG00000149295;ENSG00000172260;ENSG00000185532;ENSG00000170396;ENSG00000119508;ENSG00000285551;ENSG00000107077;ENSG00000134115;ENSG00000198719;ENSG00000196358;ENSG00000067715
GO:0045747,positive regulation of Notch signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0045747,48,6,0.742541436,8.080357143,9.19E-05,0.005220889,3815;4855;6774;8626;27255;28514,ENSG00000157404;ENSG00000168610;ENSG00000073282;ENSG00000204301;ENSG00000134115;ENSG00000198719
GO:0070671,response to interleukin-12,http://amigo.geneontology.org/amigo/term/GO:0070671,48,6,0.742541436,8.080357143,9.19E-05,0.005220889,3586;3595;3717;3936;6775;7297,ENSG00000138378;ENSG00000136167;ENSG00000096968;ENSG00000081985;ENSG00000136634;ENSG00000105397
GO:0018108,peptidyl-tyrosine phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0018108,380,17,5.878453039,2.891917293,9.23E-05,0.005220889,640;941;958;1445;1609;2044;2064;2690;3558;3595;3717;3815;5788;6774;7297;55024;59067,ENSG00000141736;ENSG00000157404;ENSG00000136573;ENSG00000168610;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000081985;ENSG00000103653;ENSG00000145242;ENSG00000153064;ENSG00000105397;ENSG00000145214;ENSG00000081237;ENSG00000112964
GO:0002312,B cell activation involved in immune response,http://amigo.geneontology.org/amigo/term/GO:0002312,69,7,1.067403315,6.557971014,9.30E-05,0.005225272,958;3558;3586;4853;5788;7292;28514,ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000136634;ENSG00000081237;ENSG00000134250;ENSG00000198719
GO:0051896,regulation of protein kinase B signaling,http://amigo.geneontology.org/amigo/term/GO:0051896,207,12,3.202209945,3.747412008,9.42E-05,0.00525899,941;942;1813;2064;2885;3092;3815;5781;9258;9518;29851;55024,ENSG00000141736;ENSG00000157404;ENSG00000177885;ENSG00000127946;ENSG00000147324;ENSG00000130513;ENSG00000121594;ENSG00000285022;ENSG00000153064;ENSG00000179295;ENSG00000114013;ENSG00000149295;ENSG00000163600
GO:0001934,positive regulation of protein phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0001934,967,31,14.95911602,2.072314965,9.48E-05,0.005261155,941;958;1027;1389;1445;1601;1609;1813;1815;2044;2064;2690;3451;3558;3654;3717;3815;4853;5781;5788;6367;6774;8844;9258;9518;9770;28996;55024;57216;59067;64754,ENSG00000141736;ENSG00000234829;ENSG00000157404;ENSG00000168610;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000130513;ENSG00000153071;ENSG00000121594;ENSG00000138684;ENSG00000111269;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000153064;ENSG00000111276;ENSG00000185420;ENSG00000179295;ENSG00000145214;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000102962;ENSG00000134250;ENSG00000112964
GO:0002791,regulation of peptide secretion,http://amigo.geneontology.org/amigo/term/GO:0002791,458,19,7.085082873,2.68169058,9.75E-05,0.005380483,640;958;1813;1815;2044;3382;3558;3586;3717;5781;6343;7128;7292;8997;9474;27159;55024;64135;192683,ENSG00000136573;ENSG00000198794;ENSG00000096968;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000003147;ENSG00000136634;ENSG00000145242;ENSG00000118503;ENSG00000160145;ENSG00000115267;ENSG00000153064;ENSG00000179295;ENSG00000057663;ENSG00000134216;ENSG00000149295;ENSG00000276825;ENSG00000070031
GO:0043410,positive regulation of MAPK cascade,http://amigo.geneontology.org/amigo/term/GO:0043410,538,21,8.322651934,2.523234201,9.93E-05,0.0054451,958;1445;1813;1815;2044;2064;2690;3654;3717;3815;4853;5781;5788;6367;8844;9258;9518;9770;28996;55024;57216,ENSG00000141736;ENSG00000157404;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000096968;ENSG00000101017;ENSG00000130513;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000153064;ENSG00000179295;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000102962;ENSG00000134250;ENSG00000112964
GO:0018212,peptidyl-tyrosine modification,http://amigo.geneontology.org/amigo/term/GO:0018212,383,17,5.924861878,2.8692652,1.02E-04,0.005491487,640;941;958;1445;1609;2044;2064;2690;3558;3595;3717;3815;5788;6774;7297;55024;59067,ENSG00000141736;ENSG00000157404;ENSG00000136573;ENSG00000168610;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000081985;ENSG00000103653;ENSG00000145242;ENSG00000153064;ENSG00000105397;ENSG00000145214;ENSG00000081237;ENSG00000112964
GO:0032945,negative regulation of mononuclear cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0032945,70,7,1.082872928,6.464285714,1.02E-04,0.005491487,941;942;1493;2064;3558;3559;3586,ENSG00000141736;ENSG00000109471;ENSG00000163599;ENSG00000121594;ENSG00000136634;ENSG00000134460;ENSG00000114013
GO:0050672,negative regulation of lymphocyte proliferation,http://amigo.geneontology.org/amigo/term/GO:0050672,70,7,1.082872928,6.464285714,1.02E-04,0.005491487,941;942;1493;2064;3558;3559;3586,ENSG00000141736;ENSG00000109471;ENSG00000163599;ENSG00000121594;ENSG00000136634;ENSG00000134460;ENSG00000114013
GO:0043066,negative regulation of apoptotic process,http://amigo.geneontology.org/amigo/term/GO:0043066,881,29,13.62872928,2.127857954,1.03E-04,0.005496017,356;1027;1601;2044;2064;3558;3575;3586;3654;3717;3815;4853;5469;6774;6932;7015;7128;8013;9474;28514;28996;29949;51074;51176;54806;57118;79155;84299;219790,ENSG00000141736;ENSG00000157404;ENSG00000182010;ENSG00000168884;ENSG00000125686;ENSG00000168610;ENSG00000184216;ENSG00000096968;ENSG00000109471;ENSG00000117560;ENSG00000142224;ENSG00000149089;ENSG00000153071;ENSG00000136634;ENSG00000145242;ENSG00000118503;ENSG00000168685;ENSG00000064393;ENSG00000141741;ENSG00000164362;ENSG00000111276;ENSG00000135541;ENSG00000057663;ENSG00000183049;ENSG00000081059;ENSG00000119508;ENSG00000138795;ENSG00000134250;ENSG00000198719
GO:1903708,positive regulation of hemopoiesis,http://amigo.geneontology.org/amigo/term/GO:1903708,178,11,2.75359116,3.994783307,1.05E-04,0.005566129,941;942;2113;3558;3559;3575;5469;5788;6774;7292;51176,ENSG00000125686;ENSG00000168610;ENSG00000109471;ENSG00000117586;ENSG00000121594;ENSG00000168685;ENSG00000134460;ENSG00000114013;ENSG00000081237;ENSG00000138795;ENSG00000134954
GO:0060548,negative regulation of cell death,http://amigo.geneontology.org/amigo/term/GO:0060548,976,31,15.09834254,2.053205504,1.12E-04,0.005905599,356;1027;1601;1813;2044;2064;3558;3575;3586;3654;3717;3815;4853;5469;6774;6932;7015;7128;8013;9474;23380;28514;28996;29949;51074;51176;54806;57118;79155;84299;219790,ENSG00000141736;ENSG00000157404;ENSG00000182010;ENSG00000168884;ENSG00000125686;ENSG00000168610;ENSG00000184216;ENSG00000096968;ENSG00000109471;ENSG00000117560;ENSG00000142224;ENSG00000149089;ENSG00000153071;ENSG00000136634;ENSG00000145242;ENSG00000118503;ENSG00000168685;ENSG00000064393;ENSG00000266028;ENSG00000141741;ENSG00000164362;ENSG00000111276;ENSG00000135541;ENSG00000057663;ENSG00000183049;ENSG00000149295;ENSG00000081059;ENSG00000119508;ENSG00000138795;ENSG00000134250;ENSG00000198719
GO:0070102,interleukin-6-mediated signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0070102,17,4,0.262983425,15.21008403,1.14E-04,0.005905599,2672;3717;5781;6774,ENSG00000162676;ENSG00000168610;ENSG00000096968;ENSG00000179295
GO:1904706,negative regulation of vascular smooth muscle cell proliferation,http://amigo.geneontology.org/amigo/term/GO:1904706,17,4,0.262983425,15.21008403,1.14E-04,0.005905599,1027;3586;5468;5592,ENSG00000136634;ENSG00000111276;ENSG00000185532;ENSG00000132170
GO:0034134,toll-like receptor 2 signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0034134,17,4,0.262983425,15.21008403,1.14E-04,0.005905599,3654;7128;9258;79155,ENSG00000168884;ENSG00000147324;ENSG00000184216;ENSG00000118503;ENSG00000285022
GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0050731,181,11,2.8,3.928571429,1.21E-04,0.006239373,941;958;1609;2690;3558;3717;3815;5788;6774;55024;59067,ENSG00000157404;ENSG00000168610;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000153064;ENSG00000145214;ENSG00000081237;ENSG00000112964
GO:0042129,regulation of T cell proliferation,http://amigo.geneontology.org/amigo/term/GO:0042129,151,10,2.335911602,4.280983917,1.22E-04,0.006239373,941;942;1493;2064;3558;3559;3586;5788;7292;59067,ENSG00000141736;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000134460;ENSG00000114013;ENSG00000081237
GO:0043367,"CD4-positive, alpha-beta T cell differentiation",http://amigo.geneontology.org/amigo/term/GO:0043367,72,7,1.113812155,6.284722222,1.22E-04,0.006239373,941;942;3558;6774;7292;51176;114836,ENSG00000162739;ENSG00000168610;ENSG00000109471;ENSG00000117586;ENSG00000121594;ENSG00000114013;ENSG00000138795
GO:2000351,regulation of endothelial cell apoptotic process,http://amigo.geneontology.org/amigo/term/GO:2000351,51,6,0.788950276,7.605042017,1.30E-04,0.006598665,356;958;3586;7015;7128;79155,ENSG00000168884;ENSG00000117560;ENSG00000101017;ENSG00000136634;ENSG00000118503;ENSG00000164362
GO:0043069,negative regulation of programmed cell death,http://amigo.geneontology.org/amigo/term/GO:0043069,895,29,13.84530387,2.094573025,1.35E-04,0.006810648,356;1027;1601;2044;2064;3558;3575;3586;3654;3717;3815;4853;5469;6774;6932;7015;7128;8013;9474;28514;28996;29949;51074;51176;54806;57118;79155;84299;219790,ENSG00000141736;ENSG00000157404;ENSG00000182010;ENSG00000168884;ENSG00000125686;ENSG00000168610;ENSG00000184216;ENSG00000096968;ENSG00000109471;ENSG00000117560;ENSG00000142224;ENSG00000149089;ENSG00000153071;ENSG00000136634;ENSG00000145242;ENSG00000118503;ENSG00000168685;ENSG00000064393;ENSG00000141741;ENSG00000164362;ENSG00000111276;ENSG00000135541;ENSG00000057663;ENSG00000183049;ENSG00000081059;ENSG00000119508;ENSG00000138795;ENSG00000134250;ENSG00000198719
GO:0001932,regulation of protein phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0001932,1367,39,21.14696133,1.844236597,1.39E-04,0.007007521,941;958;1027;1389;1445;1601;1609;1813;1815;2044;2064;2690;2885;3451;3558;3654;3717;3815;4853;5334;5781;5788;6367;6774;7128;8844;9258;9518;9770;10318;28996;51074;51755;55024;55140;57216;59067;64754;200734,ENSG00000145901;ENSG00000141736;ENSG00000234829;ENSG00000157404;ENSG00000177885;ENSG00000168610;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000198369;ENSG00000096968;ENSG00000109471;ENSG00000115896;ENSG00000134014;ENSG00000149089;ENSG00000101017;ENSG00000130513;ENSG00000153071;ENSG00000121594;ENSG00000138684;ENSG00000111269;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000118503;ENSG00000167258;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000153064;ENSG00000111276;ENSG00000185420;ENSG00000179295;ENSG00000145214;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000102962;ENSG00000134250;ENSG00000112964
