ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
207920_x_at,2.23E-01,1.40E-01,-1.505824,-5.4260093,-0.2396885,ZFX,"zinc finger protein, X-linked"
219368_at,2.23E-01,1.40E-01,-1.505778,-5.4260746,-0.4917103,NAP1L2,nucleosome assembly protein 1 like 2
1861_at,2.23E-01,1.40E-01,-1.505746,-5.4261206,-0.143967,BAD,BCL2 associated agonist of cell death
215416_s_at,2.23E-01,1.40E-01,1.505638,-5.426274,0.1730029,STOML2,stomatin like 2
221520_s_at,2.23E-01,1.40E-01,-1.505617,-5.4263043,-0.5067477,CDCA8,cell division cycle associated 8
202302_s_at,2.23E-01,1.40E-01,-1.505607,-5.4263188,-0.1505798,RSRC2,arginine and serine rich coiled-coil 2
208473_s_at,2.23E-01,1.41E-01,-1.505565,-5.4263781,-0.3800032,GP2,glycoprotein 2
215388_s_at,2.23E-01,1.41E-01,1.505244,-5.4268364,0.8825401,CFHR1///CFH,complement factor H related 1///complement factor H
208637_x_at,2.23E-01,1.41E-01,-1.505005,-5.427177,-0.2078857,ACTN1,actinin alpha 1
34187_at,2.23E-01,1.41E-01,1.504523,-5.4278641,0.4013616,RBMS2,RNA binding motif single stranded interacting protein 2
200046_at,2.23E-01,1.41E-01,1.503967,-5.4286566,0.2003059,DAD1,defender against cell death 1
201104_x_at,2.23E-01,1.41E-01,1.503836,-5.4288422,0.1657506,NBPF25P///NBPF26///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF14,"neuroblastoma breakpoint family member 25, pseudogene///neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 14"
216235_s_at,2.23E-01,1.41E-01,-1.503741,-5.4289784,-0.665067,EDNRA,endothelin receptor type A
209620_s_at,2.23E-01,1.41E-01,-1.503423,-5.4294303,-0.1677559,ABCB7,ATP binding cassette subfamily B member 7
208020_s_at,2.23E-01,1.41E-01,-1.503379,-5.4294934,-0.5825569,CACNA1C,calcium voltage-gated channel subunit alpha1 C
219096_at,2.23E-01,1.41E-01,1.503105,-5.4298839,0.2298176,ARMC7,armadillo repeat containing 7
218220_at,2.23E-01,1.41E-01,-1.502969,-5.4300771,-0.161981,C12orf10,chromosome 12 open reading frame 10
34697_at,2.24E-01,1.41E-01,-1.502859,-5.4302334,-0.4910393,LRP6,LDL receptor related protein 6
208533_at,2.24E-01,1.41E-01,-1.502608,-5.4305905,-0.3386652,SOX1,SRY-box 1
203577_at,2.24E-01,1.41E-01,-1.502451,-5.4308144,-0.3071876,GTF2H4,general transcription factor IIH subunit 4
204408_at,2.24E-01,1.41E-01,-1.502212,-5.4311547,-0.191083,APEX2,apurinic/apyrimidinic endodeoxyribonuclease 2
215615_x_at,2.24E-01,1.41E-01,-1.501725,-5.431848,-0.5028405,,
200993_at,2.24E-01,1.41E-01,-1.501709,-5.4318699,-0.1700302,IPO7,importin 7
219067_s_at,2.24E-01,1.42E-01,1.501496,-5.4321733,0.172688,NSMCE4A,"NSE4 homolog A, SMC5-SMC6 complex component"
219750_at,2.24E-01,1.42E-01,-1.50111,-5.4327226,-0.6881724,TMEM144,transmembrane protein 144
217932_at,2.24E-01,1.42E-01,1.500813,-5.4331448,0.1618925,MRPS7,mitochondrial ribosomal protein S7
216156_at,2.24E-01,1.42E-01,-1.500809,-5.4331495,-0.6430616,RECK,reversion inducing cysteine rich protein with kazal motifs
206346_at,2.24E-01,1.42E-01,-1.500808,-5.4331518,-0.5942106,PRLR,prolactin receptor
209473_at,2.24E-01,1.42E-01,1.500663,-5.4333579,0.2336473,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1
219391_at,2.24E-01,1.42E-01,-1.500529,-5.4335486,-0.7467314,BPNT1,"3'(2'), 5'-bisphosphate nucleotidase 1"
37652_at,2.24E-01,1.42E-01,-1.500385,-5.4337533,-0.2692548,CABIN1,calcineurin binding protein 1
201191_at,2.24E-01,1.42E-01,1.500336,-5.4338228,0.1870131,PITPNA,phosphatidylinositol transfer protein alpha
210233_at,2.24E-01,1.42E-01,1.500081,-5.4341843,0.6131013,IL1RAP,interleukin 1 receptor accessory protein
209951_s_at,2.24E-01,1.42E-01,-1.499984,-5.4343225,-0.5004295,MAP2K7,mitogen-activated protein kinase kinase 7
204412_s_at,2.25E-01,1.42E-01,-1.499579,-5.4348978,-0.6078754,NEFH,neurofilament heavy polypeptide
211868_x_at,2.25E-01,1.42E-01,1.499533,-5.4349643,0.4613921,IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHD///IGHA2///IGHA1///IGH,immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 2 (G2m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
211077_s_at,2.25E-01,1.42E-01,-1.499021,-5.4356915,-0.3908591,TLK1,tousled like kinase 1
201905_s_at,2.25E-01,1.42E-01,-1.498886,-5.435883,-0.6452586,CTDSPL,CTD small phosphatase like
203013_at,2.25E-01,1.42E-01,-1.498308,-5.4367032,-0.2140687,ECD,ecdysoneless cell cycle regulator
202081_at,2.25E-01,1.42E-01,1.498177,-5.43689,0.1813286,IER2,immediate early response 2
205487_s_at,2.25E-01,1.42E-01,-1.498006,-5.4371324,-0.3702194,VGLL1,vestigial like family member 1
217137_x_at,2.25E-01,1.43E-01,-1.497748,-5.4374979,-0.5766725,,
221652_s_at,2.25E-01,1.43E-01,1.497633,-5.437661,0.2824997,ASUN,"asunder, spermatogenesis regulator"
220079_s_at,2.25E-01,1.43E-01,-1.497632,-5.4376624,-0.2713675,USP48,ubiquitin specific peptidase 48
221530_s_at,2.25E-01,1.43E-01,1.497336,-5.4380837,0.5852217,BHLHE41,basic helix-loop-helix family member e41
211028_s_at,2.26E-01,1.43E-01,1.496785,-5.4388644,0.3895469,KHK,ketohexokinase
217010_s_at,2.26E-01,1.43E-01,-1.496295,-5.4395598,-0.5422006,CDC25C,cell division cycle 25C
207039_at,2.26E-01,1.43E-01,-1.496031,-5.4399337,-0.6426668,CDKN2A,cyclin dependent kinase inhibitor 2A
209469_at,2.26E-01,1.43E-01,-1.495765,-5.4403116,-0.7818826,GPM6A,glycoprotein M6A
200733_s_at,2.26E-01,1.43E-01,-1.495687,-5.4404222,-0.2267435,PTP4A1,"protein tyrosine phosphatase type IVA, member 1"
212201_at,2.26E-01,1.43E-01,-1.495342,-5.4409108,-0.1723981,ANKLE2,ankyrin repeat and LEM domain containing 2
212569_at,2.26E-01,1.43E-01,1.494545,-5.4420394,0.2129316,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1
216830_at,2.26E-01,1.43E-01,-1.494391,-5.4422582,-0.4420607,LOC101929047///HERC2P10///HERC2,uncharacterized LOC101929047///hect domain and RLD 2 pseudogene 10///HECT and RLD domain containing E3 ubiquitin protein ligase 2
202767_at,2.26E-01,1.43E-01,-1.494167,-5.4425751,-0.2263392,ACP2,"acid phosphatase 2, lysosomal"
222190_s_at,2.27E-01,1.44E-01,-1.493365,-5.4437113,-0.5676123,C16orf58,chromosome 16 open reading frame 58
205377_s_at,2.27E-01,1.44E-01,-1.493217,-5.4439199,-0.4532848,ACHE,acetylcholinesterase (Cartwright blood group)
221200_at,2.27E-01,1.44E-01,-1.492985,-5.4442489,-0.5772143,ERVK3-2,endogenous retrovirus group K3 member 2
202873_at,2.27E-01,1.44E-01,-1.492956,-5.4442898,-0.3574103,ATP6V1C1,ATPase H+ transporting V1 subunit C1
213882_at,2.27E-01,1.44E-01,-1.492943,-5.4443088,-0.2269986,TM2D1,TM2 domain containing 1
218673_s_at,2.27E-01,1.44E-01,1.492898,-5.4443721,0.2035873,ATG7,autophagy related 7
200930_s_at,2.27E-01,1.44E-01,-1.492817,-5.4444872,-0.6451259,VCL,vinculin
203290_at,2.27E-01,1.44E-01,-1.492663,-5.4447038,-1.5185433,HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1"
209078_s_at,2.27E-01,1.44E-01,1.492592,-5.4448042,0.1797169,TXN2,thioredoxin 2
212000_at,2.27E-01,1.44E-01,-1.492465,-5.4449851,-0.4008754,SUGP2,SURP and G-patch domain containing 2
211265_at,2.27E-01,1.44E-01,-1.492129,-5.4454601,-0.6478293,PTGER3,prostaglandin E receptor 3
218632_at,2.27E-01,1.44E-01,1.492122,-5.4454693,0.2057436,HECTD3,HECT domain E3 ubiquitin protein ligase 3
201883_s_at,2.27E-01,1.44E-01,-1.491902,-5.445781,-0.2913214,B4GALT1,"beta-1,4-galactosyltransferase 1"
200645_at,2.27E-01,1.44E-01,1.491709,-5.4460535,0.1823111,GABARAP,GABA type A receptor-associated protein
205085_at,2.27E-01,1.44E-01,-1.491537,-5.4462973,-0.6159826,ORC1,origin recognition complex subunit 1
206786_at,2.27E-01,1.44E-01,-1.491495,-5.4463563,-0.5975406,HTN3,histatin 3
215733_x_at,2.27E-01,1.44E-01,-1.491413,-5.4464727,-0.2690269,CTAG2,cancer/testis antigen 2
201081_s_at,2.27E-01,1.44E-01,-1.491359,-5.4465491,-0.558212,PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta
202890_at,2.27E-01,1.44E-01,1.491105,-5.4469083,0.6361015,MAP7,microtubule associated protein 7
201023_at,2.28E-01,1.44E-01,-1.490388,-5.4479209,-0.1556038,TAF7,TATA-box binding protein associated factor 7
207650_x_at,2.28E-01,1.44E-01,1.490262,-5.4480999,0.4293465,PTGER1,prostaglandin E receptor 1
218215_s_at,2.28E-01,1.45E-01,1.489696,-5.4488995,0.1558948,NR1H2,nuclear receptor subfamily 1 group H member 2
205657_at,2.28E-01,1.45E-01,-1.489329,-5.4494174,-0.4744348,HAAO,"3-hydroxyanthranilate 3,4-dioxygenase"
205700_at,2.28E-01,1.45E-01,-1.489265,-5.4495072,-0.5689565,HSD17B6,hydroxysteroid 17-beta dehydrogenase 6
220052_s_at,2.28E-01,1.45E-01,-1.489194,-5.4496085,-0.212896,TINF2,TERF1 interacting nuclear factor 2
203851_at,2.28E-01,1.45E-01,-1.489043,-5.4498208,-0.3837546,IGFBP6,insulin like growth factor binding protein 6
213902_at,2.28E-01,1.45E-01,1.488885,-5.4500441,0.2619946,ASAH1,N-acylsphingosine amidohydrolase 1
207737_at,2.28E-01,1.45E-01,-1.48854,-5.4505311,-0.8908363,,
208239_at,2.28E-01,1.45E-01,-1.488513,-5.4505692,-0.4749848,FOXE1,forkhead box E1
217272_s_at,2.28E-01,1.45E-01,-1.488443,-5.4506685,-0.5935465,SERPINB13,serpin family B member 13
207795_s_at,2.28E-01,1.45E-01,-1.488251,-5.4509389,-0.358309,KLRD1,killer cell lectin like receptor D1
216143_at,2.28E-01,1.45E-01,-1.488074,-5.4511887,-0.3895276,,
211490_at,2.29E-01,1.45E-01,-1.487658,-5.4517753,-0.5871292,ADRA1A,adrenoceptor alpha 1A
204964_s_at,2.29E-01,1.45E-01,-1.487638,-5.4518041,-0.6857876,SSPN,sarcospan
208701_at,2.29E-01,1.45E-01,-1.487589,-5.4518735,-0.2214304,APLP2,amyloid beta precursor like protein 2
203098_at,2.29E-01,1.45E-01,1.487505,-5.4519923,0.2423525,CDYL,chromodomain Y-like
219933_at,2.29E-01,1.45E-01,-1.487466,-5.4520471,-0.2106082,GLRX2,glutaredoxin 2
210118_s_at,2.29E-01,1.45E-01,-1.487323,-5.4522489,-0.5605626,IL1A,interleukin 1 alpha
206180_x_at,2.29E-01,1.45E-01,-1.487126,-5.4525256,-0.3585904,ZNF747,zinc finger protein 747
211104_s_at,2.29E-01,1.45E-01,1.487027,-5.4526659,0.5710366,MYO7A,myosin VIIA
203800_s_at,2.29E-01,1.45E-01,1.486602,-5.4532646,0.1987497,MRPS14,mitochondrial ribosomal protein S14
218162_at,2.29E-01,1.45E-01,-1.486515,-5.4533877,-0.6543336,OLFML3,olfactomedin like 3
211301_at,2.29E-01,1.46E-01,-1.486153,-5.4538984,-0.4194552,KCND3,potassium voltage-gated channel subfamily D member 3
218775_s_at,2.29E-01,1.46E-01,1.486137,-5.4539205,0.4599285,WWC2///CLDN22,WW and C2 domain containing 2///claudin 22
204095_s_at,2.29E-01,1.46E-01,1.486098,-5.4539753,0.2291222,ELL,elongation factor for RNA polymerase II
210368_at,2.29E-01,1.46E-01,-1.486029,-5.4540734,-0.6720048,PCDHGA8,"protocadherin gamma subfamily A, 8"
207248_at,2.29E-01,1.46E-01,-1.485727,-5.4544978,-0.5602541,KCNA4,potassium voltage-gated channel subfamily A member 4
219344_at,2.29E-01,1.46E-01,-1.485701,-5.4545357,-0.2407046,SLC29A3,solute carrier family 29 member 3
215016_x_at,2.29E-01,1.46E-01,-1.485623,-5.4546452,-0.4696501,DST,dystonin
207062_at,2.29E-01,1.46E-01,-1.485165,-5.4552904,-0.4764029,IAPP,islet amyloid polypeptide
214292_at,2.29E-01,1.46E-01,-1.485097,-5.4553862,-0.3258,ITGB4,integrin subunit beta 4
200847_s_at,2.29E-01,1.46E-01,-1.485064,-5.4554322,-0.1781751,SARAF,store-operated calcium entry associated regulatory factor
210974_s_at,2.29E-01,1.46E-01,-1.485039,-5.4554681,-0.5015027,AP3D1,adaptor related protein complex 3 delta 1 subunit
218982_s_at,2.29E-01,1.46E-01,-1.485002,-5.4555193,-0.17045,MRPS17,mitochondrial ribosomal protein S17
218484_at,2.29E-01,1.46E-01,-1.484872,-5.4557036,-0.5646261,NDUFA4L2,"NDUFA4, mitochondrial complex associated like 2"
220144_s_at,2.29E-01,1.46E-01,-1.484866,-5.4557115,-0.4735692,ANKEF1,ankyrin repeat and EF-hand domain containing 1
200882_s_at,2.30E-01,1.46E-01,1.484306,-5.4564994,0.1686498,PSMD4,"proteasome 26S subunit, non-ATPase 4"
212248_at,2.30E-01,1.46E-01,-1.483898,-5.4570742,-0.1691425,MTDH,metadherin
205323_s_at,2.30E-01,1.46E-01,-1.483872,-5.4571114,-0.2645044,MTF1,metal regulatory transcription factor 1
222116_s_at,2.30E-01,1.46E-01,-1.483786,-5.4572319,-0.6419111,TBC1D16,TBC1 domain family member 16
210954_s_at,2.30E-01,1.46E-01,-1.483681,-5.4573803,-0.384108,TSC22D2,TSC22 domain family member 2
201815_s_at,2.30E-01,1.46E-01,1.483537,-5.4575826,0.2650135,TBC1D5,TBC1 domain family member 5
212959_s_at,2.30E-01,1.46E-01,-1.483408,-5.4577636,-0.220982,GNPTAB,N-acetylglucosamine-1-phosphate transferase alpha and beta subunits
221075_s_at,2.30E-01,1.46E-01,-1.48329,-5.4579307,-0.4826954,NCR2,natural cytotoxicity triggering receptor 2
200864_s_at,2.30E-01,1.46E-01,1.483266,-5.4579638,0.1758542,RAB11A,"RAB11A, member RAS oncogene family"
204262_s_at,2.30E-01,1.46E-01,-1.483004,-5.458333,-0.199631,PSEN2,presenilin 2
209377_s_at,2.30E-01,1.46E-01,-1.48276,-5.4586759,-0.1641699,HMGN3,high mobility group nucleosomal binding domain 3
203327_at,2.30E-01,1.46E-01,1.482655,-5.4588241,0.1962129,IDE,insulin degrading enzyme
212148_at,2.30E-01,1.47E-01,-1.482524,-5.4590071,-0.639974,PBX1,PBX homeobox 1
200707_at,2.30E-01,1.47E-01,1.481869,-5.4599283,0.1807269,PRKCSH,protein kinase C substrate 80K-H
218365_s_at,2.30E-01,1.47E-01,-1.481842,-5.4599667,-0.3607862,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial"
203004_s_at,2.31E-01,1.47E-01,1.481567,-5.4603536,0.3599866,MEF2D,myocyte enhancer factor 2D
208358_s_at,2.31E-01,1.47E-01,-1.481524,-5.4604138,-0.5912099,UGT8,UDP glycosyltransferase 8
214813_at,2.31E-01,1.47E-01,-1.481435,-5.4605393,-0.1980432,ZNF75D,zinc finger protein 75D
205375_at,2.31E-01,1.47E-01,-1.481394,-5.4605963,-0.3367717,MDFI,MyoD family inhibitor
202984_s_at,2.31E-01,1.47E-01,-1.48133,-5.4606862,-0.4382339,BAG5,BCL2 associated athanogene 5
216239_at,2.31E-01,1.47E-01,-1.481316,-5.4607057,-0.5463184,BBS9,Bardet-Biedl syndrome 9
216665_s_at,2.31E-01,1.47E-01,-1.481277,-5.4607607,-0.5758281,LOC101929148,uncharacterized LOC101929148
212065_s_at,2.31E-01,1.47E-01,-1.480431,-5.4619491,-0.2504198,USP34,ubiquitin specific peptidase 34
212953_x_at,2.31E-01,1.47E-01,-1.480336,-5.4620835,-0.3669739,CALR,calreticulin
206276_at,2.31E-01,1.47E-01,-1.48032,-5.4621058,-0.4933385,LY6D,"lymphocyte antigen 6 complex, locus D"
203344_s_at,2.31E-01,1.47E-01,1.480304,-5.4621285,0.2491293,RBBP8,"RB binding protein 8, endonuclease"
209260_at,2.31E-01,1.47E-01,-1.479582,-5.4631418,-0.3012152,SFN,stratifin
210766_s_at,2.31E-01,1.47E-01,1.479497,-5.4632611,0.2302753,CSE1L,chromosome segregation 1 like
216794_at,2.31E-01,1.47E-01,-1.479455,-5.4633198,-0.4218889,LOC100289518,immunoglobin superfamily member 21 pseudogene
219269_at,2.31E-01,1.47E-01,-1.478834,-5.4641914,-0.2955079,HMBOX1,homeobox containing 1
216242_x_at,2.32E-01,1.48E-01,-1.478641,-5.464463,-0.1919646,UPK3BL///POLR2J3///POLR2J2///POLR2J4///POLR2J,"uroplakin 3B-like///RNA polymerase II subunit J3///RNA polymerase II subunit J2///RNA polymerase II subunit J4, pseudogene///RNA polymerase II subunit J"
202432_at,2.32E-01,1.48E-01,1.478459,-5.4647176,0.1377085,PPP3CB,protein phosphatase 3 catalytic subunit beta
221804_s_at,2.32E-01,1.48E-01,1.478228,-5.4650414,0.1728541,FAM45A///FAM45BP,"family with sequence similarity 45 member A///family with sequence similarity 45, member A pseudogene"
218759_at,2.32E-01,1.48E-01,-1.477994,-5.4653702,-0.4173053,DVL2,dishevelled segment polarity protein 2
215632_at,2.32E-01,1.48E-01,-1.47787,-5.4655441,-0.4097809,NEUROG2,neurogenin 2
218399_s_at,2.32E-01,1.48E-01,-1.477578,-5.4659539,-0.1937754,CDCA4,cell division cycle associated 4
210916_s_at,2.32E-01,1.48E-01,-1.477504,-5.4660574,-0.2191166,CD44,CD44 molecule (Indian blood group)
209381_x_at,2.32E-01,1.48E-01,1.476972,-5.4668028,0.3939134,SF3A2,splicing factor 3a subunit 2
212254_s_at,2.32E-01,1.48E-01,-1.476704,-5.4671789,-0.2527911,DST,dystonin
206064_s_at,2.32E-01,1.48E-01,-1.476471,-5.4675052,-0.5311435,PPIL2,peptidylprolyl isomerase like 2
202027_at,2.32E-01,1.48E-01,-1.476289,-5.4677599,-0.1988785,TMEM184B,transmembrane protein 184B
210847_x_at,2.32E-01,1.48E-01,-1.476287,-5.4677635,-0.4540825,TNFRSF25,TNF receptor superfamily member 25
216185_at,2.32E-01,1.48E-01,-1.476248,-5.4678183,-0.5400171,FUT9,fucosyltransferase 9
218083_at,2.32E-01,1.48E-01,-1.475926,-5.4682695,-0.1895663,PTGES2,prostaglandin E synthase 2
217782_s_at,2.32E-01,1.48E-01,-1.475866,-5.468353,-0.1631403,GPS1,G protein pathway suppressor 1
220586_at,2.32E-01,1.48E-01,-1.475833,-5.4683987,-0.4499364,CHD9,chromodomain helicase DNA binding protein 9
209570_s_at,2.32E-01,1.48E-01,-1.475755,-5.4685091,-0.3715423,NSG1,neuron specific gene family member 1
213912_at,2.33E-01,1.48E-01,-1.475631,-5.4686825,-0.5760733,TBC1D30,TBC1 domain family member 30
215537_x_at,2.33E-01,1.48E-01,1.475571,-5.4687662,0.1906705,DDAH2,dimethylarginine dimethylaminohydrolase 2
213026_at,2.33E-01,1.48E-01,1.475543,-5.4688056,0.2353934,ATG12,autophagy related 12
203444_s_at,2.33E-01,1.48E-01,1.475504,-5.4688598,0.6124962,MTA2,metastasis associated 1 family member 2
220487_at,2.33E-01,1.48E-01,-1.475431,-5.4689618,-0.3492625,SNTG2,syntrophin gamma 2
206286_s_at,2.33E-01,1.48E-01,-1.475196,-5.469292,-0.6003529,TDGF1P3///TDGF1,teratocarcinoma-derived growth factor 1 pseudogene 3///teratocarcinoma-derived growth factor 1
220307_at,2.33E-01,1.48E-01,-1.475108,-5.4694141,-0.2854567,CD244,CD244 molecule
213045_at,2.33E-01,1.49E-01,-1.474948,-5.469639,-0.1566325,MAST3,microtubule associated serine/threonine kinase 3
219932_at,2.33E-01,1.49E-01,-1.474881,-5.469732,-0.766155,SLC27A6,solute carrier family 27 member 6
212162_at,2.33E-01,1.49E-01,1.474863,-5.4697581,0.2186487,KIDINS220,kinase D-interacting substrate 220kDa
216298_at,2.33E-01,1.49E-01,-1.474813,-5.4698274,-0.5654184,TARP,TCR gamma alternate reading frame protein
203136_at,2.33E-01,1.49E-01,1.47457,-5.4701679,0.158873,RABAC1,Rab acceptor 1
215729_s_at,2.33E-01,1.49E-01,-1.474339,-5.4704915,-0.5606112,VGLL1,vestigial like family member 1
210067_at,2.33E-01,1.49E-01,-1.47426,-5.4706024,-0.4767389,AQP4,aquaporin 4
212103_at,2.33E-01,1.49E-01,-1.474144,-5.4707635,-0.2589148,KPNA6,karyopherin subunit alpha 6
203647_s_at,2.33E-01,1.49E-01,-1.473749,-5.4713174,-0.191665,FDX1,ferredoxin 1
210342_s_at,2.33E-01,1.49E-01,-1.473569,-5.4715691,-0.4760002,TPO,thyroid peroxidase
205331_s_at,2.33E-01,1.49E-01,-1.473542,-5.4716067,-0.2796531,REEP2,receptor accessory protein 2
220442_at,2.33E-01,1.49E-01,1.473516,-5.4716428,0.591493,POC1B-GALNT4///GALNT4,POC1B-GALNT4 readthrough///polypeptide N-acetylgalactosaminyltransferase 4
216442_x_at,2.33E-01,1.49E-01,-1.473409,-5.4717927,-0.7750305,FN1,fibronectin 1
206494_s_at,2.33E-01,1.49E-01,1.47337,-5.4718473,0.5300574,ITGA2B,integrin subunit alpha 2b
219375_at,2.33E-01,1.49E-01,1.473256,-5.4720064,0.2634898,CEPT1,choline/ethanolamine phosphotransferase 1
221745_at,2.33E-01,1.49E-01,-1.472813,-5.4726266,-0.3749282,DCAF7,DDB1 and CUL4 associated factor 7
219273_at,2.33E-01,1.49E-01,-1.472764,-5.4726951,-0.442344,CCNK,cyclin K
203557_s_at,2.34E-01,1.49E-01,1.472295,-5.4733497,0.3995525,PCBD1,pterin-4 alpha-carbinolamine dehydratase 1
219212_at,2.34E-01,1.49E-01,1.471872,-5.473942,0.1418434,HSPA14,heat shock protein family A (Hsp70) member 14
203589_s_at,2.34E-01,1.49E-01,-1.471669,-5.4742253,-0.3841198,TFDP2,transcription factor Dp-2
214309_s_at,2.34E-01,1.50E-01,-1.471241,-5.4748226,-0.590167,,
216207_x_at,2.34E-01,1.50E-01,1.471071,-5.475061,0.5364621,IGKC,immunoglobulin kappa constant
221494_x_at,2.34E-01,1.50E-01,-1.470985,-5.47518,-0.1900637,EIF3K,eukaryotic translation initiation factor 3 subunit K
200729_s_at,2.34E-01,1.50E-01,1.470744,-5.4755173,0.2056458,ACTR2,ARP2 actin related protein 2 homolog
210859_x_at,2.34E-01,1.50E-01,1.470604,-5.4757124,0.1369043,CLN3,"CLN3, battenin"
219166_at,2.34E-01,1.50E-01,-1.470375,-5.4760329,-0.2987641,DNAAF2,dynein axonemal assembly factor 2
202094_at,2.35E-01,1.50E-01,1.469557,-5.4771737,0.6082152,BIRC5,baculoviral IAP repeat containing 5
211612_s_at,2.35E-01,1.50E-01,1.469433,-5.4773474,0.2804954,IL13RA1,interleukin 13 receptor subunit alpha 1
220771_at,2.35E-01,1.50E-01,-1.469314,-5.4775126,-0.8620084,LINC00328,long intergenic non-protein coding RNA 328
222001_x_at,2.35E-01,1.50E-01,-1.469251,-5.4776007,-0.1739214,LINC00623///LINC00869,long intergenic non-protein coding RNA 623///long intergenic non-protein coding RNA 869
209160_at,2.35E-01,1.50E-01,-1.468998,-5.4779544,-0.4984537,AKR1C3,"aldo-keto reductase family 1, member C3"
219162_s_at,2.35E-01,1.50E-01,-1.468892,-5.4781024,-0.1553419,MRPL11,mitochondrial ribosomal protein L11
218209_s_at,2.35E-01,1.50E-01,-1.468886,-5.4781104,-0.2625021,RPRD1A,regulation of nuclear pre-mRNA domain containing 1A
203111_s_at,2.35E-01,1.50E-01,1.468812,-5.4782142,0.3715902,PTK2B,protein tyrosine kinase 2 beta
219976_at,2.35E-01,1.50E-01,-1.468604,-5.4785038,-0.4462097,HOOK1,hook microtubule tethering protein 1
221502_at,2.35E-01,1.50E-01,-1.46822,-5.4790398,-0.161856,KPNA3,karyopherin subunit alpha 3
222336_at,2.35E-01,1.50E-01,-1.468154,-5.4791312,-0.650095,SMIM14,small integral membrane protein 14
204707_s_at,2.35E-01,1.50E-01,-1.467965,-5.4793949,-0.5316632,MAPK4,mitogen-activated protein kinase 4
211034_s_at,2.35E-01,1.50E-01,-1.467916,-5.4794635,-0.2437255,HECTD4,HECT domain E3 ubiquitin protein ligase 4
206020_at,2.35E-01,1.51E-01,-1.46757,-5.4799457,-0.6083527,SOCS6,suppressor of cytokine signaling 6
201860_s_at,2.35E-01,1.51E-01,-1.467551,-5.4799722,-0.8072939,PLAT,"plasminogen activator, tissue type"
202438_x_at,2.35E-01,1.51E-01,-1.467307,-5.4803118,-0.3089,IDS,iduronate 2-sulfatase
201300_s_at,2.35E-01,1.51E-01,-1.467252,-5.4803891,-0.1734616,PRNP,prion protein
222384_at,2.35E-01,1.51E-01,-1.467238,-5.4804076,-0.6468305,SMG7-AS1,SMG7 antisense RNA 1
220464_at,2.35E-01,1.51E-01,-1.467025,-5.4807047,-0.4812561,MCF2L,MCF.2 cell line derived transforming sequence like
205766_at,2.35E-01,1.51E-01,-1.466789,-5.4810341,-0.4217994,TCAP,titin-cap
208005_at,2.35E-01,1.51E-01,-1.466776,-5.4810517,-0.6963499,NTN1,netrin 1
201861_s_at,2.35E-01,1.51E-01,1.466686,-5.4811768,0.2050371,LRRFIP1,LRR binding FLII interacting protein 1
207095_at,2.35E-01,1.51E-01,-1.466417,-5.4815524,-0.4464875,SLC10A2,solute carrier family 10 member 2
201582_at,2.36E-01,1.51E-01,-1.466083,-5.4820176,-0.2200655,SEC23B,"Sec23 homolog B, coat complex II component"
212718_at,2.36E-01,1.51E-01,1.466013,-5.4821148,0.1582336,PAPOLA,poly(A) polymerase alpha
220761_s_at,2.36E-01,1.51E-01,-1.465914,-5.4822528,-0.121218,TAOK3,TAO kinase 3
204057_at,2.36E-01,1.51E-01,-1.4659,-5.4822721,-0.1601401,IRF8,interferon regulatory factor 8
215606_s_at,2.36E-01,1.51E-01,-1.465876,-5.482306,-0.2471697,ERC1,ELKS/RAB6-interacting/CAST family member 1
209188_x_at,2.36E-01,1.51E-01,-1.46579,-5.4824251,-0.1135741,DR1,down-regulator of transcription 1
216173_at,2.36E-01,1.51E-01,-1.465786,-5.4824301,-0.766604,,
36920_at,2.36E-01,1.51E-01,-1.465786,-5.4824305,-0.196701,MTM1,myotubularin 1
210952_at,2.36E-01,1.51E-01,-1.465704,-5.4825442,-0.5379583,AP4S1,adaptor related protein complex 4 sigma 1 subunit
209313_at,2.36E-01,1.51E-01,-1.465611,-5.4826739,-0.1897048,GPN1,GPN-loop GTPase 1
213040_s_at,2.36E-01,1.51E-01,-1.465557,-5.4827501,-0.5959342,NPTXR,neuronal pentraxin receptor
