ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
218569_s_at,0.8535771,3.40E-01,-0.9601725,-5.39828,-0.24769736,KBTBD4,kelch repeat and BTB domain containing 4
204729_s_at,0.8535771,3.40E-01,0.9601674,-5.39828,0.19214878,STX1A,syntaxin 1A
216461_at,0.8535771,3.40E-01,-0.9601253,-5.39832,-0.24420711,,
212148_at,0.8535771,3.40E-01,0.9600775,-5.39836,0.27337473,PBX1,PBX homeobox 1
204566_at,0.8536837,3.40E-01,-0.9599157,-5.39851,-0.13113536,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D"
206866_at,0.8537414,3.41E-01,-0.959793,-5.39861,-0.26507258,CDH4,cadherin 4
209890_at,0.853926,3.41E-01,-0.9594919,-5.39888,-0.24853211,TSPAN5,tetraspanin 5
216887_s_at,0.853926,3.41E-01,-0.959461,-5.3989,-0.28463019,LDB3,LIM domain binding 3
213345_at,0.853926,3.41E-01,0.9593613,-5.39899,0.31926105,NFATC4,nuclear factor of activated T-cells 4
218887_at,0.853926,3.41E-01,0.959339,-5.39901,0.15361885,MRPL2,mitochondrial ribosomal protein L2
216933_x_at,0.8540964,3.41E-01,0.9590684,-5.39925,0.19801019,APC,"APC, WNT signaling pathway regulator"
36004_at,0.8540964,3.41E-01,0.9590462,-5.39927,0.13780966,IKBKG,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma"
201526_at,0.8540964,3.41E-01,0.9589731,-5.39933,0.16437368,ARF5,ADP ribosylation factor 5
220339_s_at,0.8541063,3.41E-01,0.9588886,-5.39941,0.1931911,TPSG1,tryptase gamma 1
215415_s_at,0.8541881,3.41E-01,0.9587466,-5.39953,0.2860046,LYST,lysosomal trafficking regulator
204235_s_at,0.8542342,3.41E-01,-0.9585436,-5.39971,-0.17313161,GULP1,"GULP, engulfment adaptor PTB domain containing 1"
215833_s_at,0.8542342,3.41E-01,0.9583684,-5.39986,0.31138737,SPPL2B,signal peptide peptidase like 2B
206603_at,0.8542342,3.41E-01,0.9582746,-5.39994,0.22705114,SLC2A4,solute carrier family 2 member 4
210892_s_at,0.8542342,3.41E-01,0.9582627,-5.39995,0.14791177,GTF2I,general transcription factor IIi
210104_at,0.8542342,3.41E-01,-0.9581721,-5.40003,-0.12113661,MED6,mediator complex subunit 6
219136_s_at,0.8542342,3.41E-01,-0.9581182,-5.40008,-0.30884193,LMF1,lipase maturation factor 1
209746_s_at,0.8542342,3.41E-01,0.9580763,-5.40012,0.12141239,COQ7,"coenzyme Q7, hydroxylase"
91703_at,0.8542342,3.41E-01,0.9580196,-5.40017,0.26530911,EHBP1L1,EH domain binding protein 1 like 1
216180_s_at,0.8542342,3.41E-01,-0.957939,-5.40024,-0.28210429,SYNJ2,synaptojanin 2
220585_at,0.8542342,3.42E-01,0.9578372,-5.40033,0.26335254,HKDC1,hexokinase domain containing 1
216879_at,0.8542342,3.42E-01,0.9577977,-5.40036,0.19439426,,
211705_s_at,0.8542342,3.42E-01,0.9577393,-5.40041,0.25257855,SORBS1,sorbin and SH3 domain containing 1
209907_s_at,0.8542342,3.42E-01,0.9576514,-5.40049,0.13230834,ITSN2,intersectin 2
210070_s_at,0.8542342,3.42E-01,-0.9576375,-5.4005,-0.202208,CHKB-CPT1B///CPT1B,CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B
207584_at,0.8546552,3.42E-01,0.9572249,-5.40086,0.3269788,LPA,lipoprotein(a)
217068_at,0.854712,3.42E-01,-0.9570662,-5.401,-0.206753,,
211789_s_at,0.854712,3.42E-01,0.957007,-5.40105,0.21476058,MLXIP,MLX interacting protein
200714_x_at,0.854712,3.42E-01,-0.9569499,-5.4011,-0.18320659,OS9,"OS9, endoplasmic reticulum lectin"
201849_at,0.8547707,3.42E-01,-0.9568265,-5.40121,-0.26021528,BNIP3,BCL2 interacting protein 3
207427_at,0.854904,3.42E-01,0.9566435,-5.40137,0.21218011,ACR,acrosin
218510_x_at,0.8550694,3.42E-01,0.9564349,-5.40155,0.30199987,FAM134B,family with sequence similarity 134 member B
211954_s_at,0.8551578,3.42E-01,0.9562879,-5.40168,0.14114226,IPO5,importin 5
218746_at,0.8553334,3.42E-01,-0.9560711,-5.40187,-0.11569773,TAPBPL,TAP binding protein like
203355_s_at,0.8553701,3.42E-01,-0.9559653,-5.40197,-0.3536702,PSD3,pleckstrin and Sec7 domain containing 3
204550_x_at,0.8555346,3.43E-01,0.9557575,-5.40215,0.16038816,GSTM1,glutathione S-transferase mu 1
201694_s_at,0.8556092,3.43E-01,-0.9555143,-5.40236,-0.36461779,EGR1,early growth response 1
210138_at,0.8556092,3.43E-01,0.9554903,-5.40238,0.29512733,RGS20,regulator of G-protein signaling 20
205508_at,0.8556092,3.43E-01,0.9553514,-5.4025,0.1856438,SCN1B,sodium voltage-gated channel beta subunit 1
210462_at,0.8556092,3.43E-01,-0.9553014,-5.40255,-0.26413203,BLZF1,basic leucine zipper nuclear factor 1
202579_x_at,0.8556092,3.43E-01,-0.9552883,-5.40256,-0.11600123,HMGN4,high mobility group nucleosomal binding domain 4
AFFX-HUMGAPDH/M33197_3_at,0.8556092,3.43E-01,-0.9551997,-5.40263,-0.14492055,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
214921_at,0.8556092,3.43E-01,-0.9551624,-5.40267,-0.24550672,KCNMA1,potassium calcium-activated channel subfamily M alpha 1
215392_at,0.8556293,3.43E-01,-0.9550698,-5.40275,-0.37830226,,
205589_at,0.8557873,3.43E-01,0.9548672,-5.40292,0.23030792,MYL3,myosin light chain 3
205405_at,0.8557877,3.43E-01,-0.9547904,-5.40299,-0.25045779,SEMA5A,semaphorin 5A
215569_at,0.8558397,3.43E-01,0.9546724,-5.40309,0.10686744,GTF2IRD2B,GTF2I repeat domain containing 2B
204680_s_at,0.8559438,3.43E-01,0.9545129,-5.40323,0.11620534,RAPGEF5,Rap guanine nucleotide exchange factor 5
208841_s_at,0.8559492,3.43E-01,-0.9544321,-5.4033,-0.11807356,G3BP2,G3BP stress granule assembly factor 2
206207_at,0.856028,3.43E-01,0.9542101,-5.4035,0.42619813,CLC,Charcot-Leyden crystal galectin
218550_s_at,0.856028,3.43E-01,-0.9542005,-5.40351,-0.22090966,LRRC20,leucine rich repeat containing 20
220711_at,0.856028,3.43E-01,0.9540739,-5.40362,0.2429809,,
208723_at,0.856028,3.43E-01,-0.9539888,-5.40369,-0.14855176,USP11,ubiquitin specific peptidase 11
207927_at,0.856028,3.43E-01,0.9539869,-5.40369,0.16820601,HTR7,5-hydroxytryptamine receptor 7
206642_at,0.8563992,3.44E-01,0.9535705,-5.40406,0.26917762,DSG1,desmoglein 1
214632_at,0.8563992,3.44E-01,0.9535377,-5.40408,0.27598341,NRP2,neuropilin 2
218407_x_at,0.8564246,3.44E-01,0.9533184,-5.40428,0.1118716,NENF,neudesin neurotrophic factor
214509_at,0.8564246,3.44E-01,0.9532889,-5.4043,0.24413657,HIST1H3I,"histone cluster 1, H3i"
218965_s_at,0.8564246,3.44E-01,0.9532881,-5.4043,0.24345136,TUT1,"terminal uridylyl transferase 1, U6 snRNA-specific"
218860_at,0.8567216,3.44E-01,-0.9529746,-5.40457,-0.15746325,NOC4L,nucleolar complex associated 4 homolog
210556_at,0.8567246,3.44E-01,0.9528583,-5.40468,0.21998381,NFATC3,nuclear factor of activated T-cells 3
205984_at,0.8567246,3.44E-01,0.9528194,-5.40471,0.22855081,CRHBP,corticotropin releasing hormone binding protein
221295_at,0.8568113,3.44E-01,-0.9526313,-5.40487,-0.25426354,CIDEA,cell death-inducing DFFA-like effector a
208845_at,0.8568113,3.44E-01,-0.9525973,-5.4049,-0.13410655,VDAC3,voltage dependent anion channel 3
205851_at,0.8568611,3.44E-01,-0.9524253,-5.40505,-0.09539061,NME6,NME/NM23 nucleoside diphosphate kinase 6
210665_at,0.8568611,3.44E-01,0.9523748,-5.4051,0.25950964,TFPI,tissue factor pathway inhibitor
214136_at,0.8568611,3.44E-01,0.9522973,-5.40516,0.16005811,NUDT13,nudix hydrolase 13
215369_at,0.8568611,3.44E-01,0.9522138,-5.40524,0.1859726,,
216673_at,0.8568611,3.44E-01,0.9521755,-5.40527,0.11231176,TTTY1B///TTTY1,"testis-specific transcript, Y-linked 1B (non-protein coding)///testis-specific transcript, Y-linked 1 (non-protein coding)"
212793_at,0.8569889,3.44E-01,0.9519904,-5.40543,0.13111535,DAAM2,dishevelled associated activator of morphogenesis 2
205279_s_at,0.8569889,3.44E-01,0.9519208,-5.40549,0.15244581,GLRB,glycine receptor beta
215560_x_at,0.8570774,3.45E-01,0.951608,-5.40576,0.15765895,MTRF1L,mitochondrial translational release factor 1 like
216790_at,0.8570774,3.45E-01,0.9515213,-5.40584,0.17070839,,
213750_at,0.8570774,3.45E-01,0.9514516,-5.4059,0.11572428,RSL1D1,ribosomal L1 domain containing 1
208605_s_at,0.8570774,3.45E-01,0.9513676,-5.40597,0.24064149,NTRK1,neurotrophic receptor tyrosine kinase 1
215658_at,0.8570774,3.45E-01,0.9513597,-5.40598,0.27890008,LINC00675,long intergenic non-protein coding RNA 675
218993_at,0.8570774,3.45E-01,0.9513248,-5.40601,0.09552262,MRM3,mitochondrial rRNA methyltransferase 3
210198_s_at,0.8570774,3.45E-01,-0.9513099,-5.40602,-0.24323626,PLP1,proteolipid protein 1
206631_at,0.8570774,3.45E-01,-0.9511791,-5.40614,-0.46237394,PTGER2,prostaglandin E receptor 2
221645_s_at,0.8570774,3.45E-01,0.9511306,-5.40618,0.30620381,ZNF83,zinc finger protein 83
215034_s_at,0.8570774,3.45E-01,0.9510866,-5.40622,0.19234644,TM4SF1,transmembrane 4 L six family member 1
214610_at,0.8573626,3.45E-01,0.9507826,-5.40648,0.13093291,CYP11B1,cytochrome P450 family 11 subfamily B member 1
216825_s_at,0.8575044,3.45E-01,-0.9505748,-5.40666,-0.12389016,MPL,"MPL proto-oncogene, thrombopoietin receptor"
208884_s_at,0.8575044,3.45E-01,-0.9504477,-5.40677,-0.10952191,UBR5,ubiquitin protein ligase E3 component n-recognin 5
202778_s_at,0.8575044,3.45E-01,-0.9504404,-5.40678,-0.16327361,ZMYM2,zinc finger MYM-type containing 2
204201_s_at,0.8576056,3.45E-01,0.9502822,-5.40692,0.34829921,PTPN13,"protein tyrosine phosphatase, non-receptor type 13"
211672_s_at,0.8576056,3.45E-01,0.9502069,-5.40698,0.20749699,ARPC4-TTLL3///ARPC4,ARPC4-TTLL3 readthrough///actin related protein 2/3 complex subunit 4
204838_s_at,0.8576412,3.45E-01,0.9501022,-5.40707,0.17822813,MLH3,mutL homolog 3
207127_s_at,0.8577911,3.46E-01,-0.9497503,-5.40738,-0.11164039,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3
205595_at,0.8577911,3.46E-01,0.9497469,-5.40738,0.3117674,DSG3,desmoglein 3
214280_x_at,0.8577911,3.46E-01,0.9496017,-5.40751,0.12669934,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1
206511_s_at,0.8577911,3.46E-01,0.9496012,-5.40751,0.13687438,SIX2,SIX homeobox 2
212144_at,0.8577911,3.46E-01,0.9495907,-5.40752,0.17169282,SUN2,Sad1 and UNC84 domain containing 2
206657_s_at,0.8577911,3.46E-01,0.9493902,-5.40769,0.18863586,MYOD1,myogenic differentiation 1
214815_at,0.8577911,3.46E-01,-0.949363,-5.40772,-0.35143724,TRIM33,tripartite motif containing 33
207229_at,0.8577911,3.46E-01,0.9492064,-5.40785,0.25254437,KLRA1P,"killer cell lectin like receptor A1, pseudogene"
218634_at,0.8577911,3.46E-01,0.9491627,-5.40789,0.14710898,PHLDA3,pleckstrin homology like domain family A member 3
221992_at,0.8577911,3.46E-01,0.9491501,-5.4079,0.20006371,NPIPB15,nuclear pore complex interacting protein family member B15
43511_s_at,0.8577911,3.46E-01,0.9491064,-5.40794,0.27128483,ARRB1,arrestin beta 1
203907_s_at,0.8577911,3.46E-01,0.9490672,-5.40797,0.14441995,IQSEC1,IQ motif and Sec7 domain 1
211151_x_at,0.8578272,3.46E-01,0.9489622,-5.40806,0.25791819,GH1,growth hormone 1
212607_at,0.8578649,3.46E-01,0.948759,-5.40824,0.11406496,AKT3,AKT serine/threonine kinase 3
215417_at,0.8578649,3.46E-01,0.9487546,-5.40824,0.30979751,EXOC6B,exocyst complex component 6B
215465_at,0.8578649,3.46E-01,-0.9486303,-5.40835,-0.30917735,ABCA12,ATP binding cassette subfamily A member 12
208542_x_at,0.8578649,3.46E-01,0.9484726,-5.40849,0.20713205,ZNF718///ZNF595///ZNF208,zinc finger protein 718///zinc finger protein 595///zinc finger protein 208
207355_at,0.8578649,3.46E-01,0.9484624,-5.4085,0.2196269,SLC1A7,solute carrier family 1 member 7
207491_at,0.8578649,3.46E-01,0.9484273,-5.40853,0.19984242,MOGAT2,monoacylglycerol O-acyltransferase 2
210253_at,0.8578649,3.46E-01,-0.9483539,-5.40859,-0.14460569,HTATIP2,HIV-1 Tat interactive protein 2
218048_at,0.8578649,3.46E-01,-0.9482871,-5.40865,-0.11059488,COMMD3,COMM domain containing 3
201756_at,0.8578649,3.46E-01,-0.9482461,-5.40869,-0.11300059,RPA2,replication protein A2
221483_s_at,0.8579023,3.46E-01,-0.9480914,-5.40882,-0.1150905,ARPP19,cAMP regulated phosphoprotein 19
210154_at,0.8579023,3.47E-01,-0.9477561,-5.40911,-0.14323756,ME2,malic enzyme 2
203462_x_at,0.8579023,3.47E-01,0.9477023,-5.40916,0.10258382,EIF3B,eukaryotic translation initiation factor 3 subunit B
206951_at,0.8579023,3.47E-01,-0.9477005,-5.40916,-0.14197324,HIST1H4E,"histone cluster 1, H4e"
211875_x_at,0.8579023,3.47E-01,0.9476953,-5.40916,0.12938636,PCDHGA10,"protocadherin gamma subfamily A, 10"
214182_at,0.8579023,3.47E-01,-0.9475881,-5.40926,-0.14194798,ARF6,ADP ribosylation factor 6
212640_at,0.8579023,3.47E-01,0.9475826,-5.40926,0.11328214,HACD2,3-hydroxyacyl-CoA dehydratase 2
210954_s_at,0.8579023,3.47E-01,-0.9475482,-5.40929,-0.20953985,TSC22D2,TSC22 domain family member 2
208633_s_at,0.8579023,3.47E-01,0.9475307,-5.40931,0.10966855,MACF1,microtubule-actin crosslinking factor 1
215737_x_at,0.8580307,3.47E-01,0.947352,-5.40946,0.1035056,USF2,"upstream transcription factor 2, c-fos interacting"
209522_s_at,0.8580826,3.47E-01,-0.9472344,-5.40956,-0.24809582,CRAT,carnitine O-acetyltransferase
212515_s_at,0.8587068,3.47E-01,-0.9466023,-5.41011,-0.13948404,DDX3X,"DEAD-box helicase 3, X-linked"
214380_at,0.8587068,3.47E-01,0.9465833,-5.41013,0.27342171,PRPF31,pre-mRNA processing factor 31
213127_s_at,0.8587894,3.47E-01,-0.9463103,-5.41036,-0.11864779,MED8,mediator complex subunit 8
219479_at,0.8587894,3.47E-01,-0.9463028,-5.41037,-0.29918231,KDELC1,KDEL motif containing 1
211049_at,0.8587894,3.47E-01,0.9462889,-5.41038,0.2015884,TLX2,T-cell leukemia homeobox 2
200074_s_at,0.8589183,3.47E-01,0.9460215,-5.41061,0.10744212,RPL14,ribosomal protein L14
209970_x_at,0.8589183,3.48E-01,-0.9458928,-5.41072,-0.25573117,CASP1,caspase 1
214616_at,0.8589183,3.48E-01,0.9458257,-5.41078,0.12963113,HIST1H3E,"histone cluster 1, H3e"
203831_at,0.8589183,3.48E-01,0.9458201,-5.41079,0.11743793,R3HDM2,R3H domain containing 2
221224_s_at,0.8589183,3.48E-01,-0.9456468,-5.41094,-0.22123514,DCAKD,dephospho-CoA kinase domain containing
211653_x_at,0.8589183,3.48E-01,0.9456191,-5.41096,0.19987293,LOC101930400///AKR1C2,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2"
205105_at,0.8589183,3.48E-01,-0.9455948,-5.41098,-0.10564355,MAN2A1,mannosidase alpha class 2A member 1
221265_s_at,0.8589183,3.48E-01,0.945577,-5.411,0.08395715,VWA9,von Willebrand factor A domain containing 9
206367_at,0.8593066,3.48E-01,-0.9451592,-5.41136,-0.1883642,REN,renin
202157_s_at,0.8593066,3.48E-01,-0.9450681,-5.41144,-0.12911552,CELF2,"CUGBP, Elav-like family member 2"
205830_at,0.8593066,3.48E-01,-0.945012,-5.41148,-0.30453918,CLGN,calmegin
221300_at,0.8593066,3.48E-01,0.9449624,-5.41153,0.13217629,NPAP1,nuclear pore associated protein 1
209538_at,0.8593548,3.48E-01,0.9446404,-5.41181,0.15146458,ZNF32,zinc finger protein 32
221301_at,0.8593548,3.48E-01,0.9446153,-5.41183,0.2201004,VWA7,von Willebrand factor A domain containing 7
202614_at,0.8593548,3.48E-01,-0.9445473,-5.41189,-0.13544287,SLC30A9,solute carrier family 30 member 9
209305_s_at,0.8593548,3.48E-01,-0.9445084,-5.41192,-0.19469621,GADD45B,growth arrest and DNA damage inducible beta
219134_at,0.8593548,3.48E-01,0.9444318,-5.41199,0.22161901,ADGRL4,adhesion G protein-coupled receptor L4
221859_at,0.8593548,3.48E-01,0.9442823,-5.41212,0.18655339,SYT13,synaptotagmin 13
205797_s_at,0.8593548,3.48E-01,0.9442784,-5.41212,0.23758779,TCP11L1,t-complex 11 like 1
207864_at,0.8593548,3.48E-01,0.9441827,-5.4122,0.27223575,SCN7A,sodium voltage-gated channel alpha subunit 7
211565_at,0.8593548,3.48E-01,-0.9441772,-5.41221,-0.26255979,SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3"
209575_at,0.8593548,3.48E-01,-0.9441633,-5.41222,-0.15276122,IL10RB,interleukin 10 receptor subunit beta
211112_at,0.8594002,3.48E-01,0.944051,-5.41231,0.3546362,SLC12A4,solute carrier family 12 member 4
218456_at,0.8596908,3.49E-01,0.9437427,-5.41258,0.20936283,CAPRIN2,caprin family member 2
217222_at,0.8597228,3.49E-01,-0.9436412,-5.41267,-0.20212687,IGHG1,immunoglobulin heavy constant gamma 1 (G1m marker)
217556_at,0.8602089,3.49E-01,-0.9430887,-5.41315,-0.2775041,CLCN4,chloride voltage-gated channel 4
217885_at,0.8602089,3.49E-01,-0.9430016,-5.41322,-0.10844631,IPO9,importin 9
206697_s_at,0.8602089,3.49E-01,-0.9429614,-5.41326,-0.42194544,HP,haptoglobin
217734_s_at,0.8602089,3.49E-01,0.9429487,-5.41327,0.165282,WDR6,WD repeat domain 6
205807_s_at,0.8603119,3.49E-01,-0.9427904,-5.4134,-0.12051882,TUFT1,tuftelin 1
216059_at,0.8603709,3.49E-01,0.9426047,-5.41356,0.27016542,PAX3,paired box 3
214270_s_at,0.8603709,3.49E-01,0.9425912,-5.41357,0.27344255,MAPRE3,microtubule associated protein RP/EB family member 3
203415_at,0.8603995,3.49E-01,-0.9424465,-5.4137,-0.08122242,PDCD6,programmed cell death 6
220668_s_at,0.8603995,3.49E-01,0.9422464,-5.41387,0.1405301,DNMT3B,DNA methyltransferase 3 beta
213980_s_at,0.8603995,3.49E-01,-0.9422306,-5.41389,-0.14108447,CTBP1,C-terminal binding protein 1
220763_at,0.8603995,3.49E-01,0.9422277,-5.41389,0.23952918,HSPA12A,heat shock protein family A (Hsp70) member 12A
201393_s_at,0.8603995,3.49E-01,-0.9420933,-5.414,-0.21084082,IGF2R,insulin like growth factor 2 receptor
218199_s_at,0.8603995,3.49E-01,0.9420629,-5.41403,0.19667226,NOL6,nucleolar protein 6
203529_at,0.8603995,3.50E-01,-0.941978,-5.4141,-0.13280842,PPP6C,protein phosphatase 6 catalytic subunit
220562_at,0.8603995,3.50E-01,0.9419605,-5.41412,0.29253219,CYP2W1,cytochrome P450 family 2 subfamily W member 1
216618_at,0.8605839,3.50E-01,-0.9417371,-5.41431,-0.21942214,,
219827_at,0.8606118,3.50E-01,0.9416389,-5.41439,0.24266717,UCP3,uncoupling protein 3
210405_x_at,0.860727,3.50E-01,0.9414289,-5.41458,0.27710235,TNFRSF10B,TNF receptor superfamily member 10b
205947_s_at,0.860727,3.50E-01,0.941395,-5.4146,0.22976485,VIPR2,vasoactive intestinal peptide receptor 2
207501_s_at,0.8607694,3.50E-01,-0.9411398,-5.41482,-0.14486581,FGF12,fibroblast growth factor 12
218246_at,0.8607694,3.50E-01,-0.9411069,-5.41485,-0.10995956,MUL1,mitochondrial E3 ubiquitin protein ligase 1
206510_at,0.8607694,3.50E-01,0.9410522,-5.4149,0.12612937,SIX2,SIX homeobox 2
211750_x_at,0.8607694,3.50E-01,-0.9409051,-5.41503,-0.14754384,TUBA1C,tubulin alpha 1c
50374_at,0.8607694,3.50E-01,0.9408996,-5.41503,0.12588208,OXLD1,oxidoreductase like domain containing 1
203844_at,0.8607694,3.50E-01,0.9408391,-5.41508,0.27388472,VHL,von Hippel-Lindau tumor suppressor
210239_at,0.8607694,3.50E-01,0.9404617,-5.41541,0.24949113,IRX5,iroquois homeobox 5
215397_x_at,0.8607694,3.50E-01,0.940337,-5.41552,0.16386395,,
215124_at,0.8607694,3.50E-01,0.9403135,-5.41554,0.19245999,ZNF550,zinc finger protein 550
214738_s_at,0.8607694,3.50E-01,0.9403054,-5.41554,0.30319814,NEK9,NIMA related kinase 9
212646_at,0.8607694,3.50E-01,0.9401397,-5.41569,0.10380214,RFTN1,"raftlin, lipid raft linker 1"
216621_at,0.8607694,3.50E-01,0.9401056,-5.41571,0.33251519,,
200720_s_at,0.8607694,3.50E-01,-0.9400851,-5.41573,-0.13475581,ACTR1A,"ARP1 actin-related protein 1 homolog A, centractin alpha"
221291_at,0.8607694,3.51E-01,0.940029,-5.41578,0.20571115,ULBP2,UL16 binding protein 2
203540_at,0.8607694,3.51E-01,0.939949,-5.41585,0.26444125,GFAP,glial fibrillary acidic protein
200629_at,0.8607694,3.51E-01,-0.93974,-5.41603,-0.39426881,WARS,tryptophanyl-tRNA synthetase
217562_at,0.8607694,3.51E-01,-0.9397335,-5.41603,-0.16086998,BRINP3,BMP/retinoic acid inducible neural specific 3
221506_s_at,0.8607694,3.51E-01,0.9397003,-5.41606,0.20397768,TNPO2,transportin 2
221319_at,0.8607694,3.51E-01,-0.9396727,-5.41609,-0.27295301,PCDHB8,protocadherin beta 8
215505_s_at,0.8607694,3.51E-01,-0.9395921,-5.41616,-0.25912918,STRN3,striatin 3
204078_at,0.8607694,3.51E-01,0.9395155,-5.41622,0.26827255,P3H4,prolyl 3-hydroxylase family member 4 (non-enzymatic)
204246_s_at,0.8607694,3.51E-01,-0.9393299,-5.41638,-0.08978887,DCTN3,dynactin subunit 3
208888_s_at,0.8607694,3.51E-01,0.9393249,-5.41639,0.19806747,NCOR2,nuclear receptor corepressor 2
217530_at,0.8607694,3.51E-01,0.9392467,-5.41645,0.22879708,SLC34A1,solute carrier family 34 member 1
206656_s_at,0.8607694,3.51E-01,-0.9392148,-5.41648,-0.15563607,APMAP,adipocyte plasma membrane associated protein
215566_x_at,0.8607694,3.51E-01,0.9391612,-5.41653,0.1247085,LYPLA2,lysophospholipase II
211130_x_at,0.8607694,3.51E-01,-0.939138,-5.41655,-0.22248942,EDA,ectodysplasin A
222243_s_at,0.8607694,3.51E-01,0.9391044,-5.41657,0.13541893,TOB2,"transducer of ERBB2, 2"
213895_at,0.8607694,3.51E-01,0.9390334,-5.41664,0.22326381,EMP1,epithelial membrane protein 1
213187_x_at,0.8607694,3.51E-01,0.9387395,-5.41689,0.20587503,FTL,ferritin light chain
38707_r_at,0.8607694,3.51E-01,0.9387106,-5.41691,0.12768508,E2F4,E2F transcription factor 4
214698_at,0.8607694,3.51E-01,0.938703,-5.41692,0.17111094,PTBP3,polypyrimidine tract binding protein 3
203741_s_at,0.8607694,3.51E-01,-0.9386974,-5.41692,-0.2111029,ADCY7,adenylate cyclase 7
208223_s_at,0.8607694,3.51E-01,-0.9386428,-5.41697,-0.26778496,ACVR1B,activin A receptor type 1B
214033_at,0.8607694,3.51E-01,0.9384853,-5.41711,0.26811621,LOC101930322///ABCC6P2///ABCC6P1///ABCC6,multidrug resistance-associated protein 6-like///ATP binding cassette subfamily C member 6 pseudogene 2///ATP binding cassette subfamily C member 6 pseudogene 1///ATP binding cassette subfamily C member 6
202817_s_at,0.8607694,3.51E-01,-0.9384712,-5.41712,-0.18192143,SS18,"SS18, nBAF chromatin remodeling complex subunit"
209226_s_at,0.8607694,3.51E-01,-0.9384687,-5.41712,-0.12491554,TNPO1,transportin 1
214121_x_at,0.8607694,3.51E-01,-0.9383746,-5.4172,-0.35490551,PDLIM7,PDZ and LIM domain 7
202472_at,0.8607694,3.51E-01,-0.9382504,-5.41731,-0.1347184,MPI,mannose phosphate isomerase
210173_at,0.8607694,3.51E-01,-0.9382355,-5.41732,-0.26081906,PTPRJ,"protein tyrosine phosphatase, receptor type J"
215228_at,0.8607694,3.51E-01,0.9381744,-5.41737,0.14784296,NHLH2,nescient helix-loop-helix 2
211164_at,0.8607694,3.52E-01,-0.9379666,-5.41755,-0.21418228,EPHA3,EPH receptor A3
200657_at,0.8607694,3.52E-01,0.9379,-5.41761,0.09630449,SLC25A5,solute carrier family 25 member 5
212325_at,0.8607694,3.52E-01,0.9378962,-5.41761,0.18872784,LIMCH1,LIM and calponin homology domains 1
203997_at,0.8607694,3.52E-01,0.9378931,-5.41761,0.16652089,PTPN3,"protein tyrosine phosphatase, non-receptor type 3"
214816_x_at,0.8607694,3.52E-01,0.9377423,-5.41774,0.10638157,FAAP24,Fanconi anemia core complex associated protein 24
215965_at,0.8607694,3.52E-01,0.9377331,-5.41775,0.17518909,,
204693_at,0.8607694,3.52E-01,0.9377216,-5.41776,0.27323789,CDC42EP1,CDC42 effector protein 1
220243_at,0.8608074,3.52E-01,-0.9376155,-5.41785,-0.21924102,ZBTB44,zinc finger and BTB domain containing 44
215045_at,0.860865,3.52E-01,0.9373829,-5.41805,0.21546823,CELF3,"CUGBP, Elav-like family member 3"
211524_at,0.860865,3.52E-01,0.9373415,-5.41809,0.268331,NFKB2,nuclear factor kappa B subunit 2
215000_s_at,0.860865,3.52E-01,0.9372535,-5.41816,0.21707646,FEZ2,fasciculation and elongation protein zeta 2
202670_at,0.860865,3.52E-01,0.9371771,-5.41823,0.12067727,MAP2K1,mitogen-activated protein kinase kinase 1
214542_x_at,0.860865,3.52E-01,-0.9371767,-5.41823,-0.22167103,HIST1H2AH///HIST1H2AG///HIST1H2AM///HIST1H2AL///HIST1H2AK///HIST1H2AI,"histone cluster 1, H2ah///histone cluster 1, H2ag///histone cluster 1, H2am///histone cluster 1, H2al///histone cluster 1, H2ak///histone cluster 1, H2ai"
207166_at,0.860865,3.52E-01,0.9370845,-5.41831,0.34082424,GNGT1,G protein subunit gamma transducin 1
203700_s_at,0.860865,3.52E-01,0.9369094,-5.41846,0.22178964,DIO2,"deiodinase, iodothyronine, type II"
220691_at,0.860865,3.52E-01,-0.9368924,-5.41847,-0.18652853,,
205489_at,0.860865,3.52E-01,0.9368193,-5.41854,0.14147736,CRYM,crystallin mu
205336_at,0.860865,3.52E-01,0.9367962,-5.41856,0.22938765,PVALB,parvalbumin
219156_at,0.860865,3.52E-01,-0.9366968,-5.41864,-0.16001789,SYNJ2BP-COX16///SYNJ2BP,SYNJ2BP-COX16 readthrough///synaptojanin 2 binding protein
218956_s_at,0.860865,3.52E-01,0.9365953,-5.41873,0.09890544,ATP5J2-PTCD1///PTCD1,ATP5J2-PTCD1 readthrough///pentatricopeptide repeat domain 1
214377_s_at,0.860865,3.52E-01,-0.9365442,-5.41877,-0.10592004,CTRL,chymotrypsin like
221108_at,0.860865,3.52E-01,-0.9364593,-5.41884,-0.18662728,DRICH1,aspartate rich 1
219593_at,0.860865,3.52E-01,0.9364347,-5.41887,0.67463863,SLC15A3,solute carrier family 15 member 3
